Start runing encode (mbh, keyframe-5, devel2013, 1, 33) at 13-Sep-2013 11:06:17
Finish runing encode (mbh, keyframe-5, test2013, 875, 897) at 13-Sep-2013 14:19:24
Start runing encode (mbh, keyframe-5, test2013, 3405, 3427) at 13-Sep-2013 14:19:28
Start runing encode (mbh, keyframe-5, test2013, 3428, 3450) at 13-Sep-2013 14:19:28
Finish runing encode (mbh, keyframe-5, devel2013, 31747, 31779) at 13-Sep-2013 14:19:31
Finish runing encode (mbh, keyframe-5, test2013, 1703, 1725) at 13-Sep-2013 14:19:52
Start runing encode (mbh, keyframe-5, test2013, 3474, 3496) at 13-Sep-2013 14:19:57
Start runing encode (mbh, keyframe-5, test2013, 3451, 3473) at 13-Sep-2013 14:19:57
Finish runing encode (mbh, keyframe-5, test2013, 2071, 2093) at 13-Sep-2013 14:20:01
Finish runing encode (mbh, keyframe-5, test2013, 2094, 2116) at 13-Sep-2013 14:20:04
Finish runing encode (mbh, keyframe-5, test2013, 2301, 2323) at 13-Sep-2013 14:20:06
Finish runing encode (mbh, keyframe-5, test2013, 1818, 1840) at 13-Sep-2013 14:20:07
Start runing encode (mbh, keyframe-5, test2013, 3543, 3565) at 13-Sep-2013 14:20:12
Finish runing encode (mbh, keyframe-5, test2013, 346, 368) at 13-Sep-2013 14:20:12
Start runing encode (mbh, keyframe-5, test2013, 3497, 3519) at 13-Sep-2013 14:20:13
Start runing encode (mbh, keyframe-5, test2013, 3520, 3542) at 13-Sep-2013 14:20:13
Finish runing encode (mbh, keyframe-5, devel2013, 25675, 25707) at 13-Sep-2013 14:20:20
Finish runing encode (mbh, keyframe-5, test2013, 691, 713) at 13-Sep-2013 14:20:24
Start runing encode (mbh, keyframe-5, test2013, 3589, 3611) at 13-Sep-2013 14:20:28
Start runing encode (mbh, keyframe-5, test2013, 3612, 3634) at 13-Sep-2013 14:20:28
Start runing encode (mbh, keyframe-5, test2013, 3566, 3588) at 13-Sep-2013 14:20:28
Finish runing encode (mbh, keyframe-5, test2013, 254, 276) at 13-Sep-2013 14:20:33
Finish runing encode (mbh, keyframe-5, test2013, 1795, 1817) at 13-Sep-2013 14:20:33
Finish runing encode (mbh, keyframe-5, devel2013, 25675, 25707) at 13-Sep-2013 14:20:37
Start runing encode (mbh, keyframe-5, test2013, 3704, 3726) at 13-Sep-2013 14:20:42
Start runing encode (mbh, keyframe-5, test2013, 3727, 3749) at 13-Sep-2013 14:20:43
Start runing encode (mbh, keyframe-5, test2013, 3658, 3680) at 13-Sep-2013 14:20:44
Finish runing encode (mbh, keyframe-5, test2013, 553, 575) at 13-Sep-2013 14:20:44
Finish runing encode (mbh, keyframe-5, test2013, 1082, 1104) at 13-Sep-2013 14:21:04
Finish runing encode (mbh, keyframe-5, test2013, 1105, 1127) at 13-Sep-2013 14:21:07
Finish runing encode (mbh, keyframe-5, test2013, 1841, 1863) at 13-Sep-2013 14:21:07
Finish runing encode (mbh, keyframe-5, test2013, 2255, 2277) at 13-Sep-2013 14:21:09
Start runing encode (mbh, keyframe-5, test2013, 3819, 3841) at 13-Sep-2013 14:21:12
Start runing encode (mbh, keyframe-5, test2013, 3773, 3795) at 13-Sep-2013 14:21:12
Start runing encode (mbh, keyframe-5, test2013, 3750, 3772) at 13-Sep-2013 14:21:13
Start runing encode (mbh, keyframe-5, test2013, 3796, 3818) at 13-Sep-2013 14:21:13
Start runing encode (mbh, keyframe-5, test2013, 3842, 3864) at 13-Sep-2013 14:21:28
Finish runing encode (mbh, keyframe-5, test2013, 2347, 2369) at 13-Sep-2013 14:21:31
Finish runing encode (mbh, keyframe-5, devel2013, 31747, 31779) at 13-Sep-2013 14:21:33
Finish runing encode (mbh, keyframe-5, test2013, 1588, 1610) at 13-Sep-2013 14:21:35
Finish runing encode (mbh, keyframe-5, test2013, 921, 943) at 13-Sep-2013 14:21:36
Finish runing encode (mbh, keyframe-5, test2013, 1381, 1403) at 13-Sep-2013 14:21:39
Start runing encode (mbh, keyframe-5, test2013, 3911, 3933) at 13-Sep-2013 14:21:42
Start runing encode (mbh, keyframe-5, test2013, 3888, 3910) at 13-Sep-2013 14:21:42
Start runing encode (mbh, keyframe-5, test2013, 3865, 3887) at 13-Sep-2013 14:21:42
Start runing encode (mbh, keyframe-5, test2013, 3934, 3956) at 13-Sep-2013 14:21:43
Finish runing encode (mbh, keyframe-5, test2013, 2048, 2070) at 13-Sep-2013 14:21:50
Start runing encode (mbh, keyframe-5, test2013, 3957, 3979) at 13-Sep-2013 14:21:58
Finish runing encode (mbh, keyframe-5, test2013, 2370, 2392) at 13-Sep-2013 14:22:04
Start runing encode (mbh, keyframe-5, test2013, 3980, 4002) at 13-Sep-2013 14:22:13
Start runing encode (mbh, keyframe-5, test2013, 4003, 4025) at 13-Sep-2013 14:22:13
Finish runing encode (mbh, keyframe-5, test2013, 3612, 3634) at 13-Sep-2013 14:22:21
Finish runing encode (mbh, keyframe-5, test2013, 2186, 2208) at 13-Sep-2013 14:22:24
Start runing encode (mbh, keyframe-5, test2013, 4026, 4048) at 13-Sep-2013 14:22:28
Finish runing encode (mbh, keyframe-5, test2013, 1220, 1242) at 13-Sep-2013 14:22:28
Finish runing encode (mbh, keyframe-5, test2013, 2761, 2783) at 13-Sep-2013 14:22:29
Finish runing encode (mbh, keyframe-5, test2013, 392, 414) at 13-Sep-2013 14:22:35
Finish runing encode (mbh, keyframe-5, test2013, 116, 138) at 13-Sep-2013 14:22:38
Finish runing encode (mbh, keyframe-5, devel2013, 25378, 25410) at 13-Sep-2013 14:22:41
Start runing encode (mbh, keyframe-5, test2013, 4095, 4117) at 13-Sep-2013 14:22:42
Start runing encode (mbh, keyframe-5, test2013, 4049, 4071) at 13-Sep-2013 14:22:43
Start runing encode (mbh, keyframe-5, test2013, 4072, 4094) at 13-Sep-2013 14:22:43
Finish runing encode (mbh, keyframe-5, test2013, 1289, 1311) at 13-Sep-2013 14:22:44
Finish runing encode (mbh, keyframe-5, test2013, 783, 805) at 13-Sep-2013 14:22:45
Finish runing encode (mbh, keyframe-5, test2013, 1266, 1288) at 13-Sep-2013 14:22:52
Finish runing encode (mbh, keyframe-5, test2013, 2531, 2553) at 13-Sep-2013 14:22:56
Start runing encode (mbh, keyframe-5, test2013, 4210, 4232) at 13-Sep-2013 14:22:57
Start runing encode (mbh, keyframe-5, test2013, 4164, 4186) at 13-Sep-2013 14:22:58
Start runing encode (mbh, keyframe-5, test2013, 4187, 4209) at 13-Sep-2013 14:22:58
Finish runing encode (mbh, keyframe-5, test2013, 2922, 2944) at 13-Sep-2013 14:22:59
Finish runing encode (mbh, keyframe-5, test2013, 2324, 2346) at 13-Sep-2013 14:23:01
Finish runing encode (mbh, keyframe-5, test2013, 2485, 2507) at 13-Sep-2013 14:23:10
Finish runing encode (mbh, keyframe-5, test2013, 806, 828) at 13-Sep-2013 14:23:11
Finish runing encode (mbh, keyframe-5, test2013, 2278, 2300) at 13-Sep-2013 14:23:12
Start runing encode (mbh, keyframe-5, test2013, 4256, 4278) at 13-Sep-2013 14:23:12
Start runing encode (mbh, keyframe-5, test2013, 4279, 4301) at 13-Sep-2013 14:23:13
Start runing encode (mbh, keyframe-5, test2013, 4233, 4255) at 13-Sep-2013 14:23:13
Finish runing encode (mbh, keyframe-5, test2013, 277, 299) at 13-Sep-2013 14:23:15
Finish runing encode (mbh, keyframe-5, test2013, 2462, 2484) at 13-Sep-2013 14:23:19
Start runing encode (mbh, keyframe-5, test2013, 4371, 4393) at 13-Sep-2013 14:23:27
Start runing encode (mbh, keyframe-5, test2013, 4325, 4347) at 13-Sep-2013 14:23:28
Start runing encode (mbh, keyframe-5, test2013, 4302, 4324) at 13-Sep-2013 14:23:28
Finish runing encode (mbh, keyframe-5, test2013, 1634, 1656) at 13-Sep-2013 14:23:40
Finish runing encode (mbh, keyframe-5, devel2013, 25378, 25410) at 13-Sep-2013 14:23:42
Finish runing encode (mbh, keyframe-5, test2013, 990, 1012) at 13-Sep-2013 14:23:45
Finish runing encode (mbh, keyframe-5, test2013, 1611, 1633) at 13-Sep-2013 14:23:50
Start runing encode (mbh, keyframe-5, test2013, 4440, 4462) at 13-Sep-2013 14:23:57
Start runing encode (mbh, keyframe-5, test2013, 4463, 4485) at 13-Sep-2013 14:23:58
Finish runing encode (mbh, keyframe-5, devel2013, 27655, 27687) at 13-Sep-2013 14:24:06
Start runing encode (mbh, keyframe-5, test2013, 4555, 4577) at 13-Sep-2013 14:24:12
Start runing encode (mbh, keyframe-5, test2013, 4532, 4554) at 13-Sep-2013 14:24:13
Start runing encode (mbh, keyframe-5, test2013, 4486, 4508) at 13-Sep-2013 14:24:13
Start runing encode (mbh, keyframe-5, test2013, 4509, 4531) at 13-Sep-2013 14:24:13
Finish runing encode (mbh, keyframe-5, test2013, 1404, 1426) at 13-Sep-2013 14:24:23
Finish runing encode (mbh, keyframe-5, test2013, 2209, 2231) at 13-Sep-2013 14:24:25
Finish runing encode (mbh, keyframe-5, test2013, 231, 253) at 13-Sep-2013 14:24:31
Finish runing encode (mbh, keyframe-5, test2013, 93, 115) at 13-Sep-2013 14:24:40
Start runing encode (mbh, keyframe-5, test2013, 4578, 4600) at 13-Sep-2013 14:24:43
Finish runing encode (mbh, keyframe-5, test2013, 1910, 1932) at 13-Sep-2013 14:24:49
Finish runing encode (mbh, keyframe-5, test2013, 2945, 2967) at 13-Sep-2013 14:24:52
Finish runing encode (mbh, keyframe-5, test2013, 1657, 1679) at 13-Sep-2013 14:24:54
Finish runing encode (mbh, keyframe-5, test2013, 1197, 1219) at 13-Sep-2013 14:24:56
Start runing encode (mbh, keyframe-5, test2013, 4624, 4646) at 13-Sep-2013 14:24:57
Start runing encode (mbh, keyframe-5, test2013, 4601, 4623) at 13-Sep-2013 14:24:58
Finish runing encode (mbh, keyframe-5, test2013, 1427, 1449) at 13-Sep-2013 14:25:00
Finish runing encode (mbh, keyframe-5, test2013, 1473, 1495) at 13-Sep-2013 14:25:11
Start runing encode (mbh, keyframe-5, test2013, 4670, 4692) at 13-Sep-2013 14:25:13
Start runing encode (mbh, keyframe-5, test2013, 4693, 4715) at 13-Sep-2013 14:25:13
Start runing encode (mbh, keyframe-5, test2013, 4647, 4669) at 13-Sep-2013 14:25:13
Finish runing encode (mbh, keyframe-5, test2013, 3175, 3197) at 13-Sep-2013 14:25:18
Finish runing encode (mbh, keyframe-5, test2013, 1772, 1794) at 13-Sep-2013 14:25:26
Start runing encode (mbh, keyframe-5, test2013, 4739, 4761) at 13-Sep-2013 14:25:27
Start runing encode (mbh, keyframe-5, test2013, 4716, 4738) at 13-Sep-2013 14:25:28
Start runing encode (mbh, keyframe-5, test2013, 4785, 4807) at 13-Sep-2013 14:25:43
Start runing encode (mbh, keyframe-5, test2013, 4808, 4830) at 13-Sep-2013 14:25:43
Finish runing encode (mbh, keyframe-5, devel2013, 23200, 23232) at 13-Sep-2013 14:25:56
Start runing encode (mbh, keyframe-5, test2013, 4831, 4853) at 13-Sep-2013 14:25:58
Finish runing encode (mbh, keyframe-5, test2013, 3037, 3059) at 13-Sep-2013 14:25:59
Finish runing encode (mbh, keyframe-5, test2013, 369, 391) at 13-Sep-2013 14:26:09
Start runing encode (mbh, keyframe-5, test2013, 4854, 4876) at 13-Sep-2013 14:26:12
Start runing encode (mbh, keyframe-5, test2013, 4900, 4922) at 13-Sep-2013 14:26:12
Start runing encode (mbh, keyframe-5, test2013, 4877, 4899) at 13-Sep-2013 14:26:13
Finish runing encode (mbh, keyframe-5, test2013, 208, 230) at 13-Sep-2013 14:26:14
Start runing encode (mbh, keyframe-5, test2013, 4923, 4945) at 13-Sep-2013 14:26:28
Start runing encode (mbh, keyframe-5, test2013, 4946, 4968) at 13-Sep-2013 14:26:44
Finish runing encode (mbh, keyframe-5, test2013, 1335, 1357) at 13-Sep-2013 14:26:58
Start runing encode (mbh, keyframe-5, test2013, 4969, 4991) at 13-Sep-2013 14:26:59
Finish runing encode (mbh, keyframe-5, test2013, 2140, 2162) at 13-Sep-2013 14:27:02
Finish runing encode (mbh, keyframe-5, test2013, 2646, 2668) at 13-Sep-2013 14:27:04
Finish runing encode (mbh, keyframe-5, test2013, 2830, 2852) at 13-Sep-2013 14:27:15
Finish runing encode (mbh, keyframe-5, test2013, 4371, 4393) at 13-Sep-2013 14:27:15
Finish runing encode (mbh, keyframe-5, devel2013, 25510, 25542) at 13-Sep-2013 14:27:24
Finish runing encode (mbh, keyframe-5, test2013, 737, 759) at 13-Sep-2013 14:27:26
Finish runing encode (mbh, keyframe-5, test2013, 3014, 3036) at 13-Sep-2013 14:27:26
Start runing encode (mbh, keyframe-5, test2013, 5061, 5083) at 13-Sep-2013 14:27:27
Start runing encode (mbh, keyframe-5, test2013, 5038, 5060) at 13-Sep-2013 14:27:28
Start runing encode (mbh, keyframe-5, test2013, 5084, 5106) at 13-Sep-2013 14:27:28
Start runing encode (mbh, keyframe-5, test2013, 4992, 5014) at 13-Sep-2013 14:27:28
Start runing encode (mbh, keyframe-5, test2013, 5107, 5129) at 13-Sep-2013 14:27:43
Finish runing encode (mbh, keyframe-5, test2013, 2623, 2645) at 13-Sep-2013 14:27:45
Finish runing encode (mbh, keyframe-5, test2013, 1013, 1035) at 13-Sep-2013 14:27:45
Finish runing encode (mbh, keyframe-5, test2013, 1933, 1955) at 13-Sep-2013 14:27:54
Start runing encode (mbh, keyframe-5, test2013, 5130, 5152) at 13-Sep-2013 14:27:58
Finish runing encode (mbh, keyframe-5, test2013, 714, 736) at 13-Sep-2013 14:28:09
Start runing encode (mbh, keyframe-5, test2013, 5199, 5221) at 13-Sep-2013 14:28:12
Start runing encode (mbh, keyframe-5, test2013, 5153, 5175) at 13-Sep-2013 14:28:13
Finish runing encode (mbh, keyframe-5, test2013, 2807, 2829) at 13-Sep-2013 14:28:23
Finish runing encode (mbh, keyframe-5, test2013, 2002, 2024) at 13-Sep-2013 14:28:28
Start runing encode (mbh, keyframe-5, test2013, 5222, 5244) at 13-Sep-2013 14:28:28
Finish runing encode (mbh, keyframe-5, test2013, 1059, 1081) at 13-Sep-2013 14:28:31
Finish runing encode (mbh, keyframe-5, test2013, 2554, 2576) at 13-Sep-2013 14:28:31
Finish runing encode (mbh, keyframe-5, devel2013, 25510, 25542) at 13-Sep-2013 14:28:33
Finish runing encode (mbh, keyframe-5, test2013, 3152, 3174) at 13-Sep-2013 14:28:37
Finish runing encode (mbh, keyframe-5, test2013, 2508, 2530) at 13-Sep-2013 14:28:38
Finish runing encode (mbh, keyframe-5, test2013, 2899, 2921) at 13-Sep-2013 14:28:41
Start runing encode (mbh, keyframe-5, test2013, 5245, 5267) at 13-Sep-2013 14:28:42
Start runing encode (mbh, keyframe-5, test2013, 5268, 5290) at 13-Sep-2013 14:28:42
Start runing encode (mbh, keyframe-5, test2013, 5291, 5313) at 13-Sep-2013 14:28:43
Start runing encode (mbh, keyframe-5, test2013, 5314, 5336) at 13-Sep-2013 14:28:43
Finish runing encode (mbh, keyframe-5, test2013, 4624, 4646) at 13-Sep-2013 14:28:45
Start runing encode (mbh, keyframe-5, test2013, 5360, 5382) at 13-Sep-2013 14:28:58
Start runing encode (mbh, keyframe-5, test2013, 5383, 5405) at 13-Sep-2013 14:28:58
Finish runing encode (mbh, keyframe-5, test2013, 760, 782) at 13-Sep-2013 14:29:08
Start runing encode (mbh, keyframe-5, test2013, 5452, 5474) at 13-Sep-2013 14:29:12
Start runing encode (mbh, keyframe-5, test2013, 5406, 5428) at 13-Sep-2013 14:29:13
Start runing encode (mbh, keyframe-5, test2013, 5429, 5451) at 13-Sep-2013 14:29:13
Finish runing encode (mbh, keyframe-5, test2013, 3313, 3335) at 13-Sep-2013 14:29:19
Finish runing encode (mbh, keyframe-5, test2013, 162, 184) at 13-Sep-2013 14:29:19
Finish runing encode (mbh, keyframe-5, test2013, 2876, 2898) at 13-Sep-2013 14:29:21
Finish runing encode (mbh, keyframe-5, test2013, 3474, 3496) at 13-Sep-2013 14:29:22
Finish runing encode (mbh, keyframe-5, test2013, 4118, 4140) at 13-Sep-2013 14:29:22
Finish runing encode (mbh, keyframe-5, test2013, 4141, 4163) at 13-Sep-2013 14:29:27
Start runing encode (mbh, keyframe-5, test2013, 5475, 5497) at 13-Sep-2013 14:29:28
Finish runing encode (mbh, keyframe-5, test2013, 2577, 2599) at 13-Sep-2013 14:29:28
Finish runing encode (mbh, keyframe-5, test2013, 3428, 3450) at 13-Sep-2013 14:29:29
Finish runing encode (mbh, keyframe-5, test2013, 2991, 3013) at 13-Sep-2013 14:29:34
Start runing encode (mbh, keyframe-5, test2013, 5521, 5543) at 13-Sep-2013 14:29:43
Start runing encode (mbh, keyframe-5, test2013, 5567, 5589) at 13-Sep-2013 14:29:43
Start runing encode (mbh, keyframe-5, test2013, 5498, 5520) at 13-Sep-2013 14:29:43
Finish runing encode (mbh, keyframe-5, devel2013, 25180, 25212) at 13-Sep-2013 14:29:46
Finish runing encode (mbh, keyframe-5, test2013, 3244, 3266) at 13-Sep-2013 14:29:49
Finish runing encode (mbh, keyframe-5, test2013, 1749, 1771) at 13-Sep-2013 14:29:56
Start runing encode (mbh, keyframe-5, test2013, 5613, 5635) at 13-Sep-2013 14:29:58
Finish runing encode (mbh, keyframe-5, test2013, 2416, 2438) at 13-Sep-2013 14:30:12
Start runing encode (mbh, keyframe-5, test2013, 5682, 5704) at 13-Sep-2013 14:30:13
Finish runing encode (mbh, keyframe-5, test2013, 3405, 3427) at 13-Sep-2013 14:30:17
Start runing encode (mbh, keyframe-5, test2013, 5728, 5750) at 13-Sep-2013 14:30:27
Start runing encode (mbh, keyframe-5, test2013, 5705, 5727) at 13-Sep-2013 14:30:28
Finish runing encode (mbh, keyframe-5, test2013, 3129, 3151) at 13-Sep-2013 14:30:31
Finish runing encode (mbh, keyframe-5, test2013, 3911, 3933) at 13-Sep-2013 14:30:42
Start runing encode (mbh, keyframe-5, test2013, 5797, 5819) at 13-Sep-2013 14:30:43
Start runing encode (mbh, keyframe-5, test2013, 5774, 5796) at 13-Sep-2013 14:30:43
Finish runing encode (mbh, keyframe-5, test2013, 2439, 2461) at 13-Sep-2013 14:30:56
Finish runing encode (mbh, keyframe-5, test2013, 1358, 1380) at 13-Sep-2013 14:30:57
Finish runing encode (mbh, keyframe-5, test2013, 3382, 3404) at 13-Sep-2013 14:30:57
Start runing encode (mbh, keyframe-5, test2013, 5866, 5888) at 13-Sep-2013 14:31:13
Start runing encode (mbh, keyframe-5, test2013, 5843, 5865) at 13-Sep-2013 14:31:13
Finish runing encode (mbh, keyframe-5, test2013, 3704, 3726) at 13-Sep-2013 14:31:16
Finish runing encode (mbh, keyframe-5, test2013, 2784, 2806) at 13-Sep-2013 14:31:24
Finish runing encode (mbh, keyframe-5, test2013, 622, 644) at 13-Sep-2013 14:31:25
Start runing encode (mbh, keyframe-5, test2013, 5935, 5957) at 13-Sep-2013 14:31:27
Start runing encode (mbh, keyframe-5, test2013, 5889, 5911) at 13-Sep-2013 14:31:28
Finish runing encode (mbh, keyframe-5, test2013, 4992, 5014) at 13-Sep-2013 14:31:31
Finish runing encode (mbh, keyframe-5, test2013, 3336, 3358) at 13-Sep-2013 14:31:33
Finish runing encode (mbh, keyframe-5, test2013, 1519, 1541) at 13-Sep-2013 14:31:36
Finish runing encode (mbh, keyframe-5, test2013, 1312, 1334) at 13-Sep-2013 14:31:42
Start runing encode (mbh, keyframe-5, test2013, 5981, 6003) at 13-Sep-2013 14:31:42
Start runing encode (mbh, keyframe-5, test2013, 6027, 6049) at 13-Sep-2013 14:31:42
Start runing encode (mbh, keyframe-5, test2013, 5958, 5980) at 13-Sep-2013 14:31:43
Start runing encode (mbh, keyframe-5, test2013, 6004, 6026) at 13-Sep-2013 14:31:43
Finish runing encode (mbh, keyframe-5, test2013, 2163, 2185) at 13-Sep-2013 14:31:44
Finish runing encode (mbh, keyframe-5, devel2013, 32671, 32678) at 13-Sep-2013 14:31:46
Finish runing encode (mbh, keyframe-5, test2013, 3819, 3841) at 13-Sep-2013 14:31:51
Finish runing encode (mbh, keyframe-5, test2013, 2117, 2139) at 13-Sep-2013 14:31:54
Start runing encode (mbh, keyframe-5, test2013, 6096, 6118) at 13-Sep-2013 14:31:57
Start runing encode (mbh, keyframe-5, test2013, 6073, 6095) at 13-Sep-2013 14:31:58
Finish runing encode (mbh, keyframe-5, test2013, 6096, 6118) at 13-Sep-2013 14:32:08
Finish runing encode (mbh, keyframe-5, test2013, 6073, 6095) at 13-Sep-2013 14:32:08
Start runing encode (mbh, keyframe-5, test2013, 6188, 6210) at 13-Sep-2013 14:32:13
Start runing encode (mbh, keyframe-5, test2013, 6142, 6164) at 13-Sep-2013 14:32:13
Start runing encode (mbh, keyframe-5, test2013, 6165, 6187) at 13-Sep-2013 14:32:13
Finish runing encode (mbh, keyframe-5, test2013, 6188, 6210) at 13-Sep-2013 14:32:17
Finish runing encode (mbh, keyframe-5, test2013, 2232, 2254) at 13-Sep-2013 14:32:18
Finish runing encode (mbh, keyframe-5, test2013, 6142, 6164) at 13-Sep-2013 14:32:18
Finish runing encode (mbh, keyframe-5, test2013, 6119, 6141) at 13-Sep-2013 14:32:19
Finish runing encode (mbh, keyframe-5, test2013, 6165, 6187) at 13-Sep-2013 14:32:19
Finish runing encode (mbh, keyframe-5, test2013, 2393, 2415) at 13-Sep-2013 14:32:26
Start runing encode (mbh, keyframe-5, test2013, 6257, 6279) at 13-Sep-2013 14:32:28
Start runing encode (mbh, keyframe-5, test2013, 6234, 6256) at 13-Sep-2013 14:32:28
Start runing encode (mbh, keyframe-5, test2013, 6211, 6233) at 13-Sep-2013 14:32:28
Finish runing encode (mbh, keyframe-5, test2013, 6280, 6302) at 13-Sep-2013 14:32:32
Finish runing encode (mbh, keyframe-5, test2013, 6257, 6279) at 13-Sep-2013 14:32:33
Finish runing encode (mbh, keyframe-5, test2013, 6234, 6256) at 13-Sep-2013 14:32:33
Finish runing encode (mbh, keyframe-5, test2013, 6211, 6233) at 13-Sep-2013 14:32:36
Start runing encode (mbh, keyframe-5, test2013, 6372, 6394) at 13-Sep-2013 14:32:42
Start runing encode (mbh, keyframe-5, test2013, 6349, 6371) at 13-Sep-2013 14:32:43
Start runing encode (mbh, keyframe-5, test2013, 6418, 6440) at 13-Sep-2013 14:32:43
Start runing encode (mbh, keyframe-5, test2013, 6326, 6348) at 13-Sep-2013 14:32:43
Start runing encode (mbh, keyframe-5, test2013, 6303, 6325) at 13-Sep-2013 14:32:44
Finish runing encode (mbh, keyframe-5, test2013, 6372, 6394) at 13-Sep-2013 14:32:55
Finish runing encode (mbh, keyframe-5, test2013, 6395, 6417) at 13-Sep-2013 14:32:55
Finish runing encode (mbh, keyframe-5, test2013, 6418, 6440) at 13-Sep-2013 14:32:55
Finish runing encode (mbh, keyframe-5, test2013, 6326, 6348) at 13-Sep-2013 14:32:56
Finish runing encode (mbh, keyframe-5, test2013, 6349, 6371) at 13-Sep-2013 14:32:56
Start runing encode (mbh, keyframe-5, test2013, 6441, 6463) at 13-Sep-2013 14:32:58
Finish runing encode (mbh, keyframe-5, test2013, 6303, 6325) at 13-Sep-2013 14:32:58
Finish runing encode (mbh, keyframe-5, test2013, 3750, 3772) at 13-Sep-2013 14:33:00
Finish runing encode (mbh, keyframe-5, test2013, 1979, 2001) at 13-Sep-2013 14:33:04
Finish runing encode (mbh, keyframe-5, test2013, 6441, 6463) at 13-Sep-2013 14:33:07
Finish runing encode (mbh, keyframe-5, test2013, 1887, 1909) at 13-Sep-2013 14:33:09
Start runing encode (mbh, keyframe-5, test2013, 6487, 6509) at 13-Sep-2013 14:33:12
Start runing encode (mbh, keyframe-5, test2013, 6579, 6601) at 13-Sep-2013 14:33:12
Start runing encode (mbh, keyframe-5, test2013, 6533, 6555) at 13-Sep-2013 14:33:13
Start runing encode (mbh, keyframe-5, test2013, 6464, 6486) at 13-Sep-2013 14:33:13
Finish runing encode (mbh, keyframe-5, test2013, 2968, 2990) at 13-Sep-2013 14:33:14
Finish runing encode (mbh, keyframe-5, test2013, 6579, 6601) at 13-Sep-2013 14:33:23
Finish runing encode (mbh, keyframe-5, test2013, 6487, 6509) at 13-Sep-2013 14:33:23
Finish runing encode (mbh, keyframe-5, test2013, 6533, 6555) at 13-Sep-2013 14:33:26
Finish runing encode (mbh, keyframe-5, test2013, 6510, 6532) at 13-Sep-2013 14:33:26
Finish runing encode (mbh, keyframe-5, test2013, 6464, 6486) at 13-Sep-2013 14:33:26
Finish runing encode (mbh, keyframe-5, test2013, 6556, 6578) at 13-Sep-2013 14:33:26
Finish runing encode (mbh, keyframe-5, test2013, 6625, 6647) at 13-Sep-2013 14:33:27
Start runing encode (mbh, keyframe-5, test2013, 6671, 6693) at 13-Sep-2013 14:33:28
Start runing encode (mbh, keyframe-5, test2013, 6694, 6716) at 13-Sep-2013 14:33:28
Start runing encode (mbh, keyframe-5, test2013, 6648, 6670) at 13-Sep-2013 14:33:28
Finish runing encode (mbh, keyframe-5, test2013, 4095, 4117) at 13-Sep-2013 14:33:30
Finish runing encode (mbh, keyframe-5, test2013, 2692, 2714) at 13-Sep-2013 14:33:31
Finish runing encode (mbh, keyframe-5, test2013, 3451, 3473) at 13-Sep-2013 14:33:32
Finish runing encode (mbh, keyframe-5, test2013, 6671, 6693) at 13-Sep-2013 14:33:33
Finish runing encode (mbh, keyframe-5, test2013, 6694, 6716) at 13-Sep-2013 14:33:33
Finish runing encode (mbh, keyframe-5, test2013, 3520, 3542) at 13-Sep-2013 14:33:34
Finish runing encode (mbh, keyframe-5, test2013, 6648, 6670) at 13-Sep-2013 14:33:35
Finish runing encode (mbh, keyframe-5, test2013, 3106, 3128) at 13-Sep-2013 14:33:38
Finish runing encode (mbh, keyframe-5, test2013, 2853, 2875) at 13-Sep-2013 14:33:40
Start runing encode (mbh, keyframe-5, test2013, 7016, 7038) at 13-Sep-2013 14:33:42
Start runing encode (mbh, keyframe-5, test2013, 6786, 6808) at 13-Sep-2013 14:33:42
Start runing encode (mbh, keyframe-5, test2013, 6878, 6900) at 13-Sep-2013 14:33:43
Start runing encode (mbh, keyframe-5, test2013, 6763, 6785) at 13-Sep-2013 14:33:43
Start runing encode (mbh, keyframe-5, test2013, 6993, 7015) at 13-Sep-2013 14:33:43
Start runing encode (mbh, keyframe-5, test2013, 6809, 6831) at 13-Sep-2013 14:33:43
Start runing encode (mbh, keyframe-5, test2013, 6924, 6946) at 13-Sep-2013 14:33:43
Finish runing encode (mbh, keyframe-5, test2013, 6717, 6739) at 13-Sep-2013 14:33:46
Finish runing encode (mbh, keyframe-5, test2013, 7016, 7038) at 13-Sep-2013 14:33:46
Finish runing encode (mbh, keyframe-5, test2013, 6786, 6808) at 13-Sep-2013 14:33:46
Finish runing encode (mbh, keyframe-5, test2013, 6947, 6969) at 13-Sep-2013 14:33:46
Finish runing encode (mbh, keyframe-5, test2013, 6855, 6877) at 13-Sep-2013 14:33:47
Finish runing encode (mbh, keyframe-5, test2013, 6970, 6992) at 13-Sep-2013 14:33:47
Finish runing encode (mbh, keyframe-5, test2013, 6878, 6900) at 13-Sep-2013 14:33:47
Finish runing encode (mbh, keyframe-5, test2013, 7039, 7061) at 13-Sep-2013 14:33:48
Finish runing encode (mbh, keyframe-5, test2013, 6832, 6854) at 13-Sep-2013 14:33:48
Finish runing encode (mbh, keyframe-5, test2013, 6901, 6923) at 13-Sep-2013 14:33:48
Finish runing encode (mbh, keyframe-5, test2013, 6763, 6785) at 13-Sep-2013 14:33:48
Finish runing encode (mbh, keyframe-5, test2013, 6809, 6831) at 13-Sep-2013 14:33:48
Finish runing encode (mbh, keyframe-5, test2013, 6740, 6762) at 13-Sep-2013 14:33:49
