Start runing encode (mbh, subshot_060_1.0, dev11, 1117, 1152) at 05-Aug-2013 17:21:02
Finish runing encode (mbh, subshot_030_0.5, dev11, 11571, 11700) at 07-Aug-2013 04:34:29
Finish runing encode (mbh, subshot_030_0.5, dev11, 13261, 13390) at 07-Aug-2013 04:34:46
Finish runing encode (mbh, subshot_030_0.5, dev11, 10921, 11050) at 07-Aug-2013 04:35:12
Finish runing encode (mbh, subshot_030_0.5, dev11, 11441, 11570) at 07-Aug-2013 04:35:13
Start runing encode (mbh, subshot_030_0.5, dev11, 15991, 16120) at 07-Aug-2013 04:35:19
Start runing encode (mbh, subshot_030_0.5, dev11, 16121, 16250) at 07-Aug-2013 04:35:20
Finish runing encode (mbh, subshot_030_0.5, dev11, 12871, 13000) at 07-Aug-2013 04:35:22
Finish runing encode (mbh, subshot_030_0.5, dev11, 13651, 13780) at 07-Aug-2013 04:35:35
Finish runing encode (mbh, subshot_030_0.5, dev11, 13131, 13260) at 07-Aug-2013 04:35:36
Start runing encode (mbh, subshot_030_0.5, dev11, 16251, 16380) at 07-Aug-2013 04:35:49
Start runing encode (mbh, subshot_030_0.5, dev11, 16381, 16510) at 07-Aug-2013 04:35:51
Finish runing encode (mbh, subshot_030_0.5, dev11, 13001, 13130) at 07-Aug-2013 04:35:56
Finish runing encode (mbh, subshot_030_0.5, dev11, 12481, 12610) at 07-Aug-2013 04:35:59
Start runing encode (mbh, subshot_030_0.5, dev11, 16511, 16640) at 07-Aug-2013 04:36:05
Start runing encode (mbh, subshot_030_0.5, dev11, 16641, 16770) at 07-Aug-2013 04:36:05
Finish runing encode (mbh, subshot_030_0.5, dev11, 11051, 11180) at 07-Aug-2013 04:36:16
Finish runing encode (mbh, subshot_030_0.5, dev11, 12221, 12350) at 07-Aug-2013 04:36:16
Start runing encode (mbh, subshot_030_0.5, dev11, 16771, 16900) at 07-Aug-2013 04:36:19
Finish runing encode (mbh, subshot_030_0.5, dev11, 11961, 12090) at 07-Aug-2013 04:36:26
Finish runing encode (mbh, subshot_030_0.5, dev11, 11831, 11960) at 07-Aug-2013 04:36:32
Start runing encode (mbh, subshot_030_0.5, dev11, 17031, 17160) at 07-Aug-2013 04:36:34
Start runing encode (mbh, subshot_030_0.5, dev11, 16901, 17030) at 07-Aug-2013 04:36:35
Finish runing encode (mbh, subshot_030_0.5, dev11, 12351, 12480) at 07-Aug-2013 04:37:04
Start runing encode (mbh, subshot_030_0.5, dev11, 17161, 17290) at 07-Aug-2013 04:37:05
Start runing encode (mbh, subshot_030_0.5, dev11, 17291, 17420) at 07-Aug-2013 04:37:06
Start runing encode (mbh, subshot_030_0.5, dev11, 17421, 17550) at 07-Aug-2013 04:37:19
Start runing encode (mbh, subshot_030_0.5, dev11, 17551, 17680) at 07-Aug-2013 04:37:20
Finish runing encode (mbh, subshot_030_0.5, dev11, 12091, 12220) at 07-Aug-2013 04:37:35
Start runing encode (mbh, subshot_030_0.5, dev11, 17681, 17810) at 07-Aug-2013 04:37:51
Finish runing encode (mbh, subshot_030_0.5, dev11, 13911, 14040) at 07-Aug-2013 04:38:05
Start runing encode (mbh, subshot_030_0.5, dev11, 17811, 17940) at 07-Aug-2013 04:38:20
Start runing encode (mbh, subshot_030_0.5, dev11, 17941, 18070) at 07-Aug-2013 04:38:35
Finish runing encode (mbh, subshot_030_0.5, dev11, 12611, 12740) at 07-Aug-2013 04:38:39
Start runing encode (mbh, subshot_030_0.5, dev11, 18071, 18200) at 07-Aug-2013 04:38:50
Finish runing encode (mbh, subshot_030_0.5, dev11, 13391, 13520) at 07-Aug-2013 04:39:08
Finish runing encode (mbh, subshot_030_0.5, dev11, 13781, 13910) at 07-Aug-2013 04:39:09
Finish runing encode (mbh, subshot_030_0.5, dev11, 13521, 13650) at 07-Aug-2013 04:39:22
Start runing encode (mbh, subshot_030_0.5, dev11, 18201, 18330) at 07-Aug-2013 04:39:35
Start runing encode (mbh, subshot_030_0.5, dev11, 18331, 18460) at 07-Aug-2013 04:39:35
Start runing encode (mbh, subshot_030_0.5, dev11, 18461, 18590) at 07-Aug-2013 04:40:05
Start runing encode (mbh, subshot_030_0.5, dev11, 18591, 18720) at 07-Aug-2013 04:40:36
Finish runing encode (mbh, subshot_030_0.5, dev11, 14041, 14170) at 07-Aug-2013 04:44:18
Start runing encode (mbh, subshot_030_0.5, dev11, 18721, 18850) at 07-Aug-2013 04:44:35
Finish runing encode (mbh, subshot_030_0.5, dev11, 14301, 14430) at 07-Aug-2013 04:50:22
Start runing encode (mbh, subshot_030_0.5, dev11, 18851, 18980) at 07-Aug-2013 04:50:35
Finish runing encode (mbh, subshot_030_0.5, dev11, 15601, 15730) at 07-Aug-2013 04:51:41
Start runing encode (mbh, subshot_030_0.5, dev11, 18981, 19110) at 07-Aug-2013 04:51:51
Finish runing encode (mbh, subshot_030_0.5, dev11, 14171, 14300) at 07-Aug-2013 04:52:17
Finish runing encode (mbh, subshot_030_0.5, dev11, 14691, 14820) at 07-Aug-2013 04:52:29
Start runing encode (mbh, subshot_030_0.5, dev11, 19241, 19370) at 07-Aug-2013 04:52:35
Start runing encode (mbh, subshot_030_0.5, dev11, 19111, 19240) at 07-Aug-2013 04:52:35
Finish runing encode (mbh, subshot_030_0.5, dev11, 14431, 14560) at 07-Aug-2013 04:52:42
Start runing encode (mbh, subshot_030_0.5, dev11, 19371, 19500) at 07-Aug-2013 04:52:51
Finish runing encode (mbh, subshot_030_0.5, dev11, 16771, 16900) at 07-Aug-2013 04:53:16
Start runing encode (mbh, subshot_030_0.5, dev11, 19501, 19630) at 07-Aug-2013 04:53:21
Finish runing encode (mbh, subshot_030_0.5, dev11, 14561, 14690) at 07-Aug-2013 04:53:23
Start runing encode (mbh, subshot_030_0.5, dev11, 19631, 19760) at 07-Aug-2013 04:53:35
Finish runing encode (mbh, subshot_030_0.5, dev11, 16641, 16770) at 07-Aug-2013 04:54:16
Start runing encode (mbh, subshot_030_0.5, dev11, 19761, 19890) at 07-Aug-2013 04:54:20
Finish runing encode (mbh, subshot_030_0.5, dev11, 15731, 15860) at 07-Aug-2013 04:54:39
Finish runing encode (mbh, subshot_030_0.5, dev11, 14951, 15080) at 07-Aug-2013 04:54:45
Start runing encode (mbh, subshot_030_0.5, dev11, 19891, 20020) at 07-Aug-2013 04:54:50
Start runing encode (mbh, subshot_030_0.5, dev11, 20021, 20150) at 07-Aug-2013 04:54:50
Finish runing encode (mbh, subshot_030_0.5, dev11, 16251, 16380) at 07-Aug-2013 04:54:57
Finish runing encode (mbh, subshot_030_0.5, dev11, 15861, 15990) at 07-Aug-2013 04:55:06
Start runing encode (mbh, subshot_030_0.5, dev11, 20151, 20280) at 07-Aug-2013 04:55:20
Finish runing encode (mbh, subshot_030_0.5, dev11, 15081, 15210) at 07-Aug-2013 04:55:41
Start runing encode (mbh, subshot_030_0.5, dev11, 20411, 20540) at 07-Aug-2013 04:55:50
Start runing encode (mbh, subshot_030_0.5, dev11, 20281, 20410) at 07-Aug-2013 04:55:51
Finish runing encode (mbh, subshot_030_0.5, dev11, 14821, 14950) at 07-Aug-2013 04:55:57
Finish runing encode (mbh, subshot_030_0.5, dev11, 17291, 17420) at 07-Aug-2013 04:56:01
Start runing encode (mbh, subshot_030_0.5, dev11, 20541, 20670) at 07-Aug-2013 04:56:05
Finish runing encode (mbh, subshot_030_0.5, dev11, 16511, 16640) at 07-Aug-2013 04:56:09
Finish runing encode (mbh, subshot_030_0.5, dev11, 16901, 17030) at 07-Aug-2013 04:56:13
Finish runing encode (mbh, subshot_030_0.5, dev11, 15341, 15470) at 07-Aug-2013 04:56:25
Start runing encode (mbh, subshot_030_0.5, dev11, 20801, 20930) at 07-Aug-2013 04:56:35
Start runing encode (mbh, subshot_030_0.5, dev11, 20671, 20800) at 07-Aug-2013 04:56:36
Finish runing encode (mbh, subshot_030_0.5, dev11, 15991, 16120) at 07-Aug-2013 04:56:51
Finish runing encode (mbh, subshot_030_0.5, dev11, 17941, 18070) at 07-Aug-2013 04:57:02
Start runing encode (mbh, subshot_030_0.5, dev11, 20931, 21060) at 07-Aug-2013 04:57:04
Finish runing encode (mbh, subshot_030_0.5, dev11, 17161, 17290) at 07-Aug-2013 04:57:05
Finish runing encode (mbh, subshot_030_0.5, dev11, 16381, 16510) at 07-Aug-2013 04:57:12
Finish runing encode (mbh, subshot_030_0.5, dev11, 17551, 17680) at 07-Aug-2013 04:57:16
Start runing encode (mbh, subshot_030_0.5, dev11, 21061, 21190) at 07-Aug-2013 04:57:20
Finish runing encode (mbh, subshot_030_0.5, dev11, 16121, 16250) at 07-Aug-2013 04:57:25
Start runing encode (mbh, subshot_030_0.5, dev11, 21191, 21320) at 07-Aug-2013 04:57:34
Start runing encode (mbh, subshot_030_0.5, dev11, 21321, 21450) at 07-Aug-2013 04:57:35
Finish runing encode (mbh, subshot_030_0.5, dev11, 15471, 15600) at 07-Aug-2013 04:57:43
Finish runing encode (mbh, subshot_030_0.5, dev11, 17421, 17550) at 07-Aug-2013 04:57:44
Start runing encode (mbh, subshot_030_0.5, dev11, 21451, 21580) at 07-Aug-2013 04:57:50
Start runing encode (mbh, subshot_030_0.5, dev11, 21581, 21710) at 07-Aug-2013 04:58:20
Finish runing encode (mbh, subshot_030_0.5, dev11, 17031, 17160) at 07-Aug-2013 04:58:22
Start runing encode (mbh, subshot_030_0.5, dev11, 21841, 21970) at 07-Aug-2013 04:58:35
Start runing encode (mbh, subshot_030_0.5, dev11, 21711, 21840) at 07-Aug-2013 04:58:36
Finish runing encode (mbh, subshot_030_0.5, dev11, 15211, 15340) at 07-Aug-2013 04:59:02
Start runing encode (mbh, subshot_030_0.5, dev11, 22231, 22360) at 07-Aug-2013 04:59:05
Start runing encode (mbh, subshot_030_0.5, dev11, 22101, 22230) at 07-Aug-2013 04:59:05
Start runing encode (mbh, subshot_030_0.5, dev11, 22361, 22490) at 07-Aug-2013 04:59:50
Finish runing encode (mbh, subshot_030_0.5, dev11, 17811, 17940) at 07-Aug-2013 05:00:35
Finish runing encode (mbh, subshot_030_0.5, dev11, 18461, 18590) at 07-Aug-2013 05:00:44
Start runing encode (mbh, subshot_030_0.5, dev11, 22621, 22750) at 07-Aug-2013 05:00:50
Start runing encode (mbh, subshot_030_0.5, dev11, 22491, 22620) at 07-Aug-2013 05:00:50
Finish runing encode (mbh, subshot_030_0.5, dev11, 17681, 17810) at 07-Aug-2013 05:00:53
Finish runing encode (mbh, subshot_030_0.5, dev11, 18201, 18330) at 07-Aug-2013 05:00:56
Start runing encode (mbh, subshot_030_0.5, dev11, 22881, 23010) at 07-Aug-2013 05:01:05
Start runing encode (mbh, subshot_030_0.5, dev11, 22751, 22880) at 07-Aug-2013 05:01:06
Finish runing encode (mbh, subshot_030_0.5, dev11, 18331, 18460) at 07-Aug-2013 05:03:19
Start runing encode (mbh, subshot_030_0.5, dev11, 23011, 23140) at 07-Aug-2013 05:03:35
Finish runing encode (mbh, subshot_030_0.5, dev11, 18071, 18200) at 07-Aug-2013 05:05:13
Start runing encode (mbh, subshot_030_0.5, dev11, 23141, 23270) at 07-Aug-2013 05:05:21
Finish runing encode (mbh, subshot_030_0.5, dev11, 18591, 18720) at 07-Aug-2013 05:05:58
Start runing encode (mbh, subshot_030_0.5, dev11, 23271, 23400) at 07-Aug-2013 05:06:05
Finish runing encode (mbh, subshot_030_0.5, dev11, 18721, 18850) at 07-Aug-2013 05:07:16
Start runing encode (mbh, subshot_030_0.5, dev11, 23401, 23530) at 07-Aug-2013 05:07:21
Finish runing encode (mbh, subshot_030_0.5, dev11, 19241, 19370) at 07-Aug-2013 05:11:15
Start runing encode (mbh, subshot_030_0.5, dev11, 23531, 23660) at 07-Aug-2013 05:11:21
Finish runing encode (mbh, subshot_030_0.5, dev11, 18981, 19110) at 07-Aug-2013 05:11:43
Start runing encode (mbh, subshot_030_0.5, dev11, 23661, 23790) at 07-Aug-2013 05:11:51
Finish runing encode (mbh, subshot_030_0.5, dev11, 19111, 19240) at 07-Aug-2013 05:11:56
Start runing encode (mbh, subshot_030_0.5, dev11, 23791, 23920) at 07-Aug-2013 05:12:05
Finish runing encode (mbh, subshot_030_0.5, dev11, 19371, 19500) at 07-Aug-2013 05:12:19
Start runing encode (mbh, subshot_030_0.5, dev11, 23921, 24050) at 07-Aug-2013 05:12:35
Finish runing encode (mbh, subshot_030_0.5, dev11, 19631, 19760) at 07-Aug-2013 05:13:06
Start runing encode (mbh, subshot_030_0.5, dev11, 24051, 24180) at 07-Aug-2013 05:13:20
Finish runing encode (mbh, subshot_030_0.5, dev11, 19501, 19630) at 07-Aug-2013 05:13:23
Finish runing encode (mbh, subshot_030_0.5, dev11, 18851, 18980) at 07-Aug-2013 05:13:31
Start runing encode (mbh, subshot_030_0.5, dev11, 24181, 24310) at 07-Aug-2013 05:13:35
Start runing encode (mbh, subshot_030_0.5, dev11, 24311, 24440) at 07-Aug-2013 05:13:35
Finish runing encode (mbh, subshot_030_0.5, dev11, 20931, 21060) at 07-Aug-2013 05:14:56
Start runing encode (mbh, subshot_030_0.5, dev11, 24441, 24570) at 07-Aug-2013 05:15:06
Finish runing encode (mbh, subshot_030_0.5, dev11, 21061, 21190) at 07-Aug-2013 05:15:09
Start runing encode (mbh, subshot_030_0.5, dev11, 24571, 24700) at 07-Aug-2013 05:15:20
Finish runing encode (mbh, subshot_030_0.5, dev11, 20541, 20670) at 07-Aug-2013 05:16:05
Finish runing encode (mbh, subshot_030_0.5, dev11, 21191, 21320) at 07-Aug-2013 05:16:09
Start runing encode (mbh, subshot_030_0.5, dev11, 24701, 24830) at 07-Aug-2013 05:16:20
Finish runing encode (mbh, subshot_030_0.5, dev11, 20281, 20410) at 07-Aug-2013 05:16:44
Finish runing encode (mbh, subshot_030_0.5, dev11, 20151, 20280) at 07-Aug-2013 05:16:48
Start runing encode (mbh, subshot_030_0.5, dev11, 24831, 24960) at 07-Aug-2013 05:16:50
Finish runing encode (mbh, subshot_030_0.5, dev11, 22621, 22750) at 07-Aug-2013 05:16:51
Start runing encode (mbh, subshot_030_0.5, dev11, 25091, 25220) at 07-Aug-2013 05:17:05
Start runing encode (mbh, subshot_030_0.5, dev11, 24961, 25090) at 07-Aug-2013 05:17:05
Finish runing encode (mbh, subshot_030_0.5, dev11, 21451, 21580) at 07-Aug-2013 05:17:07
Start runing encode (mbh, subshot_030_0.5, dev11, 25221, 25350) at 07-Aug-2013 05:17:21
Start runing encode (mbh, subshot_030_0.5, dev11, 25351, 25480) at 07-Aug-2013 05:17:35
Finish runing encode (mbh, subshot_030_0.5, dev11, 21581, 21710) at 07-Aug-2013 05:17:50
Finish runing encode (mbh, subshot_030_0.5, dev11, 20671, 20800) at 07-Aug-2013 05:17:53
Start runing encode (mbh, subshot_030_0.5, dev11, 25481, 25610) at 07-Aug-2013 05:18:05
Finish runing encode (mbh, subshot_030_0.5, dev11, 21841, 21970) at 07-Aug-2013 05:18:25
Finish runing encode (mbh, subshot_030_0.5, dev11, 19761, 19890) at 07-Aug-2013 05:18:30
Start runing encode (mbh, subshot_030_0.5, dev11, 25871, 26000) at 07-Aug-2013 05:18:35
Start runing encode (mbh, subshot_030_0.5, dev11, 25611, 25740) at 07-Aug-2013 05:18:35
Start runing encode (mbh, subshot_030_0.5, dev11, 25741, 25870) at 07-Aug-2013 05:18:36
Finish runing encode (mbh, subshot_030_0.5, dev11, 21711, 21840) at 07-Aug-2013 05:19:12
Finish runing encode (mbh, subshot_030_0.5, dev11, 20411, 20540) at 07-Aug-2013 05:19:21
Start runing encode (mbh, subshot_030_0.5, dev11, 26001, 26130) at 07-Aug-2013 05:19:21
Finish runing encode (mbh, subshot_030_0.5, dev11, 21321, 21450) at 07-Aug-2013 05:19:34
Start runing encode (mbh, subshot_030_0.5, dev11, 26131, 26260) at 07-Aug-2013 05:19:35
Finish runing encode (mbh, subshot_030_0.5, dev11, 22231, 22360) at 07-Aug-2013 05:19:49
Start runing encode (mbh, subshot_030_0.5, dev11, 26261, 26390) at 07-Aug-2013 05:19:50
Finish runing encode (mbh, subshot_030_0.5, dev11, 22491, 22620) at 07-Aug-2013 05:19:51
Start runing encode (mbh, subshot_030_0.5, dev11, 26391, 26520) at 07-Aug-2013 05:20:05
Finish runing encode (mbh, subshot_030_0.5, dev11, 20021, 20150) at 07-Aug-2013 05:20:09
Start runing encode (mbh, subshot_030_0.5, dev11, 26521, 26650) at 07-Aug-2013 05:20:35
Finish runing encode (mbh, subshot_030_0.5, dev11, 20801, 20930) at 07-Aug-2013 05:21:02
Finish runing encode (mbh, subshot_030_0.5, dev11, 22361, 22490) at 07-Aug-2013 05:21:13
Start runing encode (mbh, subshot_030_0.5, dev11, 26651, 26780) at 07-Aug-2013 05:21:19
Finish runing encode (mbh, subshot_030_0.5, dev11, 22751, 22880) at 07-Aug-2013 05:21:32
Start runing encode (mbh, subshot_030_0.5, dev11, 26781, 26910) at 07-Aug-2013 05:21:36
Finish runing encode (mbh, subshot_030_0.5, dev11, 22101, 22230) at 07-Aug-2013 05:21:50
Start runing encode (mbh, subshot_030_0.5, dev11, 26911, 27040) at 07-Aug-2013 05:21:50
Finish runing encode (mbh, subshot_030_0.5, dev11, 23011, 23140) at 07-Aug-2013 05:21:57
Start runing encode (mbh, subshot_030_0.5, dev11, 27171, 27300) at 07-Aug-2013 05:22:04
Start runing encode (mbh, subshot_030_0.5, dev11, 27041, 27170) at 07-Aug-2013 05:22:04
Finish runing encode (mbh, subshot_030_0.5, dev11, 21971, 22100) at 07-Aug-2013 05:22:10
Finish runing encode (mbh, subshot_030_0.5, dev11, 22881, 23010) at 07-Aug-2013 05:22:20
Start runing encode (mbh, subshot_030_0.5, dev11, 27301, 27430) at 07-Aug-2013 05:22:33
Start runing encode (mbh, subshot_030_0.5, dev11, 27431, 27560) at 07-Aug-2013 05:22:48
Finish runing encode (mbh, subshot_030_0.5, dev11, 19891, 20020) at 07-Aug-2013 05:22:52
Start runing encode (mbh, subshot_030_0.5, dev11, 27561, 27690) at 07-Aug-2013 05:23:18
Start runing encode (mbh, subshot_030_0.5, dev11, 27691, 27820) at 07-Aug-2013 05:24:09
Finish runing encode (mbh, subshot_030_0.5, dev11, 23141, 23270) at 07-Aug-2013 05:26:44
Start runing encode (mbh, subshot_030_0.5, dev11, 27821, 27950) at 07-Aug-2013 05:26:50
Finish runing encode (mbh, subshot_030_0.5, dev11, 23271, 23400) at 07-Aug-2013 05:27:21
Start runing encode (mbh, subshot_030_0.5, dev11, 27951, 28080) at 07-Aug-2013 05:27:34
Finish runing encode (mbh, subshot_030_0.5, dev11, 23401, 23530) at 07-Aug-2013 05:29:56
Start runing encode (mbh, subshot_030_0.5, dev11, 28081, 28210) at 07-Aug-2013 05:30:04
Finish runing encode (mbh, subshot_030_0.5, dev11, 23531, 23660) at 07-Aug-2013 05:31:17
Start runing encode (mbh, subshot_030_0.5, dev11, 28211, 28340) at 07-Aug-2013 05:31:34
Finish runing encode (mbh, subshot_030_0.5, dev11, 23661, 23790) at 07-Aug-2013 05:32:40
Start runing encode (mbh, subshot_030_0.5, dev11, 28341, 28470) at 07-Aug-2013 05:32:49
Finish runing encode (mbh, subshot_030_0.5, dev11, 24051, 24180) at 07-Aug-2013 05:33:46
Start runing encode (mbh, subshot_030_0.5, dev11, 28471, 28600) at 07-Aug-2013 05:33:49
Finish runing encode (mbh, subshot_030_0.5, dev11, 24311, 24440) at 07-Aug-2013 05:34:00
Start runing encode (mbh, subshot_030_0.5, dev11, 28601, 28730) at 07-Aug-2013 05:34:04
Finish runing encode (mbh, subshot_030_0.5, dev11, 23791, 23920) at 07-Aug-2013 05:35:15
Start runing encode (mbh, subshot_030_0.5, dev11, 28731, 28860) at 07-Aug-2013 05:35:19
Finish runing encode (mbh, subshot_030_0.5, dev11, 24181, 24310) at 07-Aug-2013 05:35:37
Finish runing encode (mbh, subshot_030_0.5, dev11, 24571, 24700) at 07-Aug-2013 05:35:43
Start runing encode (mbh, subshot_030_0.5, dev11, 28991, 29120) at 07-Aug-2013 05:35:49
Start runing encode (mbh, subshot_030_0.5, dev11, 28861, 28990) at 07-Aug-2013 05:35:49
Finish runing encode (mbh, subshot_030_0.5, dev11, 24831, 24960) at 07-Aug-2013 05:35:52
Start runing encode (mbh, subshot_030_0.5, dev11, 29121, 29250) at 07-Aug-2013 05:36:04
Finish runing encode (mbh, subshot_030_0.5, dev11, 24701, 24830) at 07-Aug-2013 05:36:06
Start runing encode (mbh, subshot_030_0.5, dev11, 29251, 29380) at 07-Aug-2013 05:36:19
Finish runing encode (mbh, subshot_030_0.5, dev11, 23921, 24050) at 07-Aug-2013 05:36:22
Start runing encode (mbh, subshot_030_0.5, dev11, 29381, 29510) at 07-Aug-2013 05:36:49
Finish runing encode (mbh, subshot_030_0.5, dev11, 24441, 24570) at 07-Aug-2013 05:37:11
Finish runing encode (mbh, subshot_030_0.5, dev11, 25221, 25350) at 07-Aug-2013 05:37:23
Start runing encode (mbh, subshot_030_0.5, dev11, 29511, 29640) at 07-Aug-2013 05:37:34
Start runing encode (mbh, subshot_030_0.5, dev11, 29641, 29770) at 07-Aug-2013 05:37:48
Finish runing encode (mbh, subshot_030_0.5, dev11, 25351, 25480) at 07-Aug-2013 05:38:30
Finish runing encode (mbh, subshot_030_0.5, dev11, 25091, 25220) at 07-Aug-2013 05:38:32
Start runing encode (mbh, subshot_030_0.5, dev11, 29771, 29900) at 07-Aug-2013 05:38:49
Start runing encode (mbh, subshot_030_0.5, dev11, 29901, 30030) at 07-Aug-2013 05:39:04
Finish runing encode (mbh, subshot_030_0.5, dev11, 25871, 26000) at 07-Aug-2013 05:40:21
Start runing encode (mbh, subshot_030_0.5, dev11, 30031, 30160) at 07-Aug-2013 05:40:35
Finish runing encode (mbh, subshot_030_0.5, dev11, 25611, 25740) at 07-Aug-2013 05:41:08
Finish runing encode (mbh, subshot_030_0.5, dev11, 26131, 26260) at 07-Aug-2013 05:41:18
Start runing encode (mbh, subshot_030_0.5, dev11, 30161, 30290) at 07-Aug-2013 05:41:19
Start runing encode (mbh, subshot_030_0.5, dev11, 30291, 30420) at 07-Aug-2013 05:41:34
Finish runing encode (mbh, subshot_030_0.5, dev11, 24961, 25090) at 07-Aug-2013 05:41:40
Start runing encode (mbh, subshot_030_0.5, dev11, 30421, 30550) at 07-Aug-2013 05:41:49
Finish runing encode (mbh, subshot_030_0.5, dev11, 26781, 26910) at 07-Aug-2013 05:41:56
Start runing encode (mbh, subshot_030_0.5, dev11, 30551, 30680) at 07-Aug-2013 05:42:04
Finish runing encode (mbh, subshot_030_0.5, dev11, 26261, 26390) at 07-Aug-2013 05:42:21
Finish runing encode (mbh, subshot_030_0.5, dev11, 26521, 26650) at 07-Aug-2013 05:42:31
Finish runing encode (mbh, subshot_030_0.5, dev11, 26911, 27040) at 07-Aug-2013 05:42:34
Start runing encode (mbh, subshot_030_0.5, dev11, 30681, 30810) at 07-Aug-2013 05:42:34
Start runing encode (mbh, subshot_030_0.5, dev11, 30811, 30940) at 07-Aug-2013 05:42:34
Start runing encode (mbh, subshot_030_0.5, dev11, 30941, 31070) at 07-Aug-2013 05:43:20
Finish runing encode (mbh, subshot_030_0.5, dev11, 25481, 25610) at 07-Aug-2013 05:43:31
Start runing encode (mbh, subshot_030_0.5, dev11, 31071, 31200) at 07-Aug-2013 05:43:49
Finish runing encode (mbh, subshot_030_0.5, dev11, 26001, 26130) at 07-Aug-2013 05:44:00
Start runing encode (mbh, subshot_030_0.5, dev11, 31201, 31330) at 07-Aug-2013 05:44:04
Finish runing encode (mbh, subshot_030_0.5, dev11, 27171, 27300) at 07-Aug-2013 05:44:07
Start runing encode (mbh, subshot_030_0.5, dev11, 31331, 31460) at 07-Aug-2013 05:44:19
Finish runing encode (mbh, subshot_030_0.5, dev11, 25741, 25870) at 07-Aug-2013 05:44:27
Start runing encode (mbh, subshot_030_0.5, dev11, 31461, 31590) at 07-Aug-2013 05:44:34
Finish runing encode (mbh, subshot_030_0.5, dev11, 27041, 27170) at 07-Aug-2013 05:44:39
Finish runing encode (mbh, subshot_030_0.5, dev11, 26391, 26520) at 07-Aug-2013 05:44:48
Start runing encode (mbh, subshot_030_0.5, dev11, 31591, 31720) at 07-Aug-2013 05:44:49
Start runing encode (mbh, subshot_030_0.5, dev11, 31721, 31850) at 07-Aug-2013 05:45:04
Finish runing encode (mbh, subshot_030_0.5, dev11, 26651, 26780) at 07-Aug-2013 05:45:39
Start runing encode (mbh, subshot_030_0.5, dev11, 31851, 31980) at 07-Aug-2013 05:46:19
Finish runing encode (mbh, subshot_030_0.5, dev11, 27691, 27820) at 07-Aug-2013 05:47:01
Start runing encode (mbh, subshot_030_0.5, dev11, 31981, 32110) at 07-Aug-2013 05:47:20
Finish runing encode (mbh, subshot_030_0.5, dev11, 27951, 28080) at 07-Aug-2013 05:47:57
Start runing encode (mbh, subshot_030_0.5, dev11, 32111, 32240) at 07-Aug-2013 05:48:04
Finish runing encode (mbh, subshot_030_0.5, dev11, 27301, 27430) at 07-Aug-2013 05:48:40
Start runing encode (mbh, subshot_030_0.5, dev11, 32241, 32370) at 07-Aug-2013 05:48:49
Finish runing encode (mbh, subshot_030_0.5, dev11, 27821, 27950) at 07-Aug-2013 05:49:45
Start runing encode (mbh, subshot_030_0.5, dev11, 32371, 32500) at 07-Aug-2013 05:49:50
Finish runing encode (mbh, subshot_030_0.5, dev11, 27431, 27560) at 07-Aug-2013 05:50:54
Start runing encode (mbh, subshot_030_0.5, dev11, 32501, 32630) at 07-Aug-2013 05:51:04
Finish runing encode (mbh, subshot_030_0.5, dev11, 27561, 27690) at 07-Aug-2013 05:52:14
Start runing encode (mbh, subshot_030_0.5, dev11, 32631, 32760) at 07-Aug-2013 05:52:19
Finish runing encode (mbh, subshot_030_0.5, dev11, 28081, 28210) at 07-Aug-2013 05:52:41
Start runing encode (mbh, subshot_030_0.5, dev11, 32761, 32890) at 07-Aug-2013 05:52:49
Finish runing encode (mbh, subshot_030_0.5, dev11, 28341, 28470) at 07-Aug-2013 05:52:59
Start runing encode (mbh, subshot_030_0.5, dev11, 32891, 33020) at 07-Aug-2013 05:53:04
Finish runing encode (mbh, subshot_030_0.5, dev11, 28471, 28600) at 07-Aug-2013 05:53:13
Start runing encode (mbh, subshot_030_0.5, dev11, 33021, 33150) at 07-Aug-2013 05:53:20
Finish runing encode (mbh, subshot_030_0.5, dev11, 28211, 28340) at 07-Aug-2013 05:53:41
Start runing encode (mbh, subshot_030_0.5, dev11, 33151, 33280) at 07-Aug-2013 05:53:49
Finish runing encode (mbh, subshot_030_0.5, dev11, 28601, 28730) at 07-Aug-2013 05:55:48
Start runing encode (mbh, subshot_030_0.5, dev11, 33281, 33410) at 07-Aug-2013 05:56:04
Finish runing encode (mbh, subshot_030_0.5, dev11, 28731, 28860) at 07-Aug-2013 05:56:30
Start runing encode (mbh, subshot_030_0.5, dev11, 33411, 33540) at 07-Aug-2013 05:56:35
Finish runing encode (mbh, subshot_030_0.5, dev11, 28991, 29120) at 07-Aug-2013 05:56:35
Start runing encode (mbh, subshot_030_0.5, dev11, 33541, 33670) at 07-Aug-2013 05:56:49
Finish runing encode (mbh, subshot_030_0.5, dev11, 28861, 28990) at 07-Aug-2013 05:58:08
Start runing encode (mbh, subshot_030_0.5, dev11, 33671, 33800) at 07-Aug-2013 05:58:19
Finish runing encode (mbh, subshot_030_0.5, dev11, 29771, 29900) at 07-Aug-2013 05:58:49
Finish runing encode (mbh, subshot_030_0.5, dev11, 29511, 29640) at 07-Aug-2013 05:59:00
Start runing encode (mbh, subshot_030_0.5, dev11, 33801, 33930) at 07-Aug-2013 05:59:04
Start runing encode (mbh, subshot_030_0.5, dev11, 33931, 34060) at 07-Aug-2013 05:59:19
